Time,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW
,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
285,0.853504,0.857246,0.802612,0.701768,0.850992,0.843646,0.954316,0.839501,0.829282,0.772623,0.790212,0.828481,0.869792,0.963679,0.860676,0.846926,0.852386,0.853469,0.859933,0.86892,0.838104,0.830281,0.816011,0.850784,0.85777,0.846611,0.845231,0.878874,0.870966,0.874568,0.731074,0.850744,0.805796,0.914478,0.827187,0.858312,0.824562,0.912407,0.859432,0.818301,0.828149,0.849579,0.936275,0.855702,0.828009,0.844953,0.869458,0.776045,0.914642,0.837635,1.0264,0.833721,0.86043,0.892209,0.856476,0.92264
286,0.855561,0.860084,0.811637,0.699904,0.855451,0.837673,0.951321,0.835804,0.830577,0.77684,0.797457,0.833514,0.875144,0.962256,0.85218,0.848041,0.853432,0.850656,0.870162,0.868258,0.840891,0.830223,0.81939,0.84689,0.856214,0.845288,0.848718,0.881733,0.868692,0.879424,0.72229,0.851318,0.802428,0.91531,0.822901,0.866385,0.825617,0.901014,0.859771,0.82699,0.823778,0.8498,0.936468,0.848881,0.836396,0.851626,0.867593,0.775477,0.906132,0.83841,1.02541,0.837974,0.857534,0.890705,0.856852,0.919409
287,0.856433,0.858832,0.814492,0.699053,0.862862,0.829674,0.949827,0.837227,0.834485,0.779264,0.802234,0.836942,0.884039,0.963602,0.842736,0.849461,0.85368,0.850869,0.876321,0.870246,0.843074,0.828564,0.823616,0.847306,0.855068,0.846067,0.850081,0.886009,0.868538,0.884551,0.712619,0.850401,0.804537,0.92217,0.822002,0.871018,0.824343,0.900585,0.858247,0.84509,0.820167,0.848588,0.935229,0.849107,0.841001,0.851917,0.867983,0.779248,0.899669,0.837814,1.02532,0.840568,0.856325,0.888987,0.858946,0.915939
288,0.851943,0.856651,0.815788,0.695882,0.863691,0.821664,0.947475,0.845011,0.842445,0.789797,0.804227,0.842375,0.896449,0.966486,0.833589,0.853707,0.855143,0.847591,0.879104,0.874479,0.84488,0.828485,0.831353,0.8515,0.852056,0.843539,0.848083,0.886194,0.86542,0.884303,0.704109,0.850803,0.81147,0.926642,0.824767,0.876256,0.823016,0.903375,0.858296,0.850857,0.818125,0.849536,0.92804,0.855581,0.848783,0.846921,0.868187,0.783045,0.893436,0.836379,1.02531,0.847732,0.855366,0.890874,0.848326,0.910005
289,0.848686,0.856516,0.823695,0.688078,0.864301,0.818139,0.941879,0.852551,0.850167,0.797347,0.807309,0.839345,0.929037,0.970993,0.826589,0.849343,0.851736,0.844635,0.874987,0.873217,0.841681,0.828375,0.83897,0.852472,0.852996,0.843117,0.844209,0.88145,0.863496,0.87609,0.696929,0.851508,0.819874,0.928734,0.830809,0.878894,0.824637,0.935452,0.855614,0.853427,0.816821,0.850629,0.921129,0.858964,0.850822,0.844842,0.863846,0.783139,0.892914,0.836262,1.02249,0.852989,0.853948,0.888765,0.852895,0.907478
290,0.843372,0.858316,0.824638,0.687512,0.856236,0.815122,0.93275,0.85138,0.846125,0.797322,0.809269,0.838477,0.958791,0.970609,0.824046,0.846858,0.855288,0.843341,0.867237,0.866607,0.835227,0.828042,0.836849,0.84673,0.853661,0.840603,0.839122,0.870845,0.86051,0.87243,0.691777,0.847208,0.819888,0.9219,0.827992,0.881571,0.823572,0.957259,0.854277,0.839546,0.815428,0.8479,0.922097,0.853758,0.852853,0.841982,0.857812,0.778937,0.890287,0.835772,1.02324,0.854468,0.85336,0.880046,0.851853,0.903878
291,0.835853,0.858558,0.815778,0.686027,0.848098,0.816259,0.930505,0.840063,0.839599,0.78701,0.808656,0.831669,0.974234,0.972002,0.821034,0.841689,0.853363,0.84199,0.862486,0.865656,0.828308,0.833823,0.828886,0.833915,0.850911,0.838695,0.830054,0.868559,0.856604,0.872147,0.687784,0.841759,0.80825,0.913455,0.81511,0.867206,0.822339,0.962519,0.853325,0.824466,0.814326,0.844942,0.92671,0.832468,0.840873,0.83997,0.850792,0.768138,0.890018,0.837323,1.02532,0.838924,0.853578,0.880782,0.850906,0.902585
292,0.82621,0.855403,0.804321,0.679683,0.842297,0.820618,0.930527,0.838948,0.833963,0.777591,0.803633,0.825253,0.975168,0.971205,0.816807,0.839895,0.854069,0.840525,0.862121,0.863924,0.815482,0.841589,0.820906,0.835422,0.849896,0.839099,0.818577,0.867126,0.853593,0.866293,0.681905,0.844269,0.804062,0.911516,0.81111,0.857499,0.822885,0.974191,0.853484,0.818852,0.813774,0.843328,0.929126,0.830668,0.830175,0.838108,0.844738,0.75635,0.888194,0.838927,1.03036,0.830624,0.850451,0.880507,0.849224,0.901121
293,0.815755,0.855477,0.798062,0.679935,0.837149,0.822452,0.926664,0.836474,0.828037,0.769944,0.795835,0.816949,0.976331,0.969103,0.812112,0.837492,0.854018,0.837353,0.857936,0.862687,0.803551,0.839009,0.81488,0.832538,0.849189,0.837578,0.808243,0.864391,0.85049,0.864217,0.670136,0.842258,0.801964,0.909476,0.809345,0.845777,0.821182,0.975065,0.852575,0.811269,0.811266,0.841184,0.941833,0.82657,0.817309,0.835782,0.837915,0.745622,0.886862,0.837697,1.03677,0.823555,0.849304,0.879623,0.847541,0.899571
294,0.808644,0.85377,0.789155,0.681667,0.829706,0.825639,0.924921,0.839195,0.828601,0.767157,0.791546,0.807901,0.993155,0.963096,0.814732,0.83506,0.852663,0.836556,0.851458,0.863492,0.796053,0.837593,0.814764,0.830913,0.846851,0.836448,0.805252,0.861696,0.850935,0.862667,0.671881,0.840284,0.803796,0.907373,0.810168,0.838287,0.819896,0.979398,0.851699,0.797298,0.81215,0.841912,0.942937,0.827544,0.808053,0.838262,0.835394,0.734695,0.883369,0.837016,1.03656,0.820333,0.850642,0.879908,0.845195,0.895447
295,0.802651,0.847814,0.779249,0.688943,0.820245,0.83187,0.923425,0.840458,0.830018,0.769,0.786329,0.798923,0.99487,0.961422,0.82158,0.832368,0.850013,0.834529,0.8491,0.863266,0.788554,0.83541,0.816392,0.829559,0.844354,0.83542,0.799648,0.860772,0.852815,0.862232,0.67579,0.839173,0.805994,0.911703,0.808661,0.833847,0.818804,0.983698,0.849274,0.779914,0.813483,0.84157,0.941189,0.82817,0.800883,0.835763,0.833051,0.725112,0.878332,0.835554,1.03385,0.81917,0.850123,0.87937,0.841781,0.893966
296,0.796767,0.842179,0.777572,0.68783,0.808336,0.83746,0.921979,0.836048,0.832475,0.770988,0.781844,0.793822,0.997194,0.962536,0.823959,0.830816,0.850386,0.833088,0.84196,0.863178,0.780881,0.831658,0.819706,0.826231,0.841357,0.830222,0.792854,0.858911,0.85278,0.863253,0.679441,0.833914,0.806762,0.910903,0.805945,0.832079,0.823076,0.985096,0.848988,0.766518,0.812337,0.841108,0.937406,0.825161,0.797017,0.832757,0.829682,0.717001,0.877972,0.831056,1.03895,0.82033,0.849391,0.879143,0.839203,0.891105
297,0.789219,0.841263,0.765264,0.685444,0.797599,0.836012,0.9194,0.834276,0.835098,0.776808,0.779913,0.788594,0.997389,0.964846,0.825315,0.828358,0.845969,0.825096,0.840041,0.863849,0.774048,0.830685,0.821958,0.826489,0.836248,0.831631,0.784056,0.853861,0.85081,0.860081,0.681433,0.834713,0.80811,0.906855,0.805494,0.829766,0.822772,0.99314,0.846692,0.766876,0.81066,0.83996,0.930867,0.82555,0.792312,0.831076,0.824984,0.70748,0.87693,0.830024,1.02824,0.820615,0.848926,0.878485,0.836339,0.888499
298,0.78242,0.841331,0.778285,0.679669,0.796466,0.831099,0.918096,0.8322,0.838424,0.78025,0.778494,0.780405,1.00006,0.966276,0.826241,0.826245,0.844898,0.82387,0.836266,0.860287,0.768129,0.829455,0.82434,0.823873,0.834063,0.831399,0.780604,0.851174,0.849689,0.858213,0.677706,0.832327,0.812802,0.903791,0.806277,0.82317,0.821574,0.984621,0.841947,0.765119,0.809787,0.838918,0.920868,0.821605,0.788471,0.829441,0.821101,0.707526,0.87503,0.827241,1.02286,0.818402,0.847337,0.874492,0.836809,0.887045
299,0.779232,0.840197,0.792462,0.662376,0.793552,0.824128,0.916302,0.827879,0.83955,0.783837,0.778996,0.777207,1.01492,0.964826,0.828764,0.823787,0.843042,0.821477,0.836286,0.859012,0.763667,0.825742,0.824792,0.820986,0.834382,0.831241,0.778306,0.849229,0.84952,0.855503,0.66749,0.830787,0.812572,0.905442,0.804418,0.820599,0.821609,0.982354,0.841158,0.765193,0.809462,0.83973,0.905345,0.819822,0.786761,0.829751,0.819093,0.70679,0.87096,0.825474,1.00188,0.818798,0.846606,0.87098,0.835461,0.886659
300,0.776955,0.841228,0.804681,0.65833,0.788154,0.820401,0.909466,0.827233,0.838657,0.783761,0.778876,0.773181,1.02217,0.954974,0.829434,0.823102,0.842351,0.819621,0.833052,0.858849,0.76002,0.825517,0.824668,0.820487,0.833494,0.831506,0.775014,0.846005,0.848345,0.851574,0.665977,0.830386,0.813435,0.90421,0.806693,0.817156,0.821353,0.981814,0.838347,0.763262,0.810727,0.839087,0.8983,0.819597,0.783858,0.827378,0.816167,0.703956,0.868723,0.828212,0.996934,0.817653,0.846052,0.869843,0.835572,0.881451
301,0.771093,0.843039,0.798155,0.656022,0.781986,0.826237,0.907981,0.828776,0.836151,0.777936,0.775647,0.763766,1.02175,0.951791,0.832579,0.822786,0.841565,0.818037,0.824082,0.8574,0.757458,0.823421,0.819215,0.820972,0.833659,0.829818,0.770136,0.843862,0.847476,0.847962,0.670723,0.830448,0.813571,0.904607,0.808908,0.810459,0.821015,0.979168,0.839358,0.757265,0.811294,0.837878,0.897432,0.819333,0.777978,0.822726,0.810422,0.70182,0.868116,0.828838,0.991904,0.809379,0.843208,0.869941,0.832312,0.878902
302,0.766736,0.846326,0.797448,0.654786,0.773702,0.828828,0.906744,0.827475,0.833776,0.776757,0.773001,0.756822,1.00956,0.949072,0.830614,0.820759,0.843424,0.819752,0.823665,0.854179,0.754169,0.82159,0.81658,0.819412,0.835208,0.832707,0.769249,0.842373,0.845552,0.842927,0.676715,0.828474,0.810014,0.89801,0.807706,0.805685,0.822405,0.98554,0.84,0.742553,0.810456,0.837091,0.899107,0.817929,0.771867,0.822128,0.806497,0.694166,0.867801,0.826637,0.999648,0.807585,0.841175,0.870003,0.829059,0.878181
303,0.763469,0.849273,0.798609,0.651484,0.767239,0.829747,0.903282,0.830432,0.832783,0.772915,0.771756,0.749088,1.00696,0.949206,0.827895,0.819777,0.842624,0.819668,0.817235,0.850539,0.752386,0.822455,0.812653,0.81998,0.834052,0.832434,0.766601,0.836421,0.844642,0.842009,0.678706,0.829262,0.808329,0.890635,0.811207,0.802481,0.822603,0.981182,0.838604,0.733593,0.808358,0.835648,0.900506,0.816701,0.76639,0.821187,0.801515,0.686881,0.869339,0.826948,1.00438,0.80404,0.839109,0.869184,0.828928,0.877539
304,0.761367,0.854327,0.790035,0.650905,0.761222,0.829433,0.901269,0.828786,0.829433,0.769932,0.769129,0.750685,0.989922,0.946037,0.826873,0.815436,0.84168,0.820471,0.810004,0.848067,0.751161,0.820545,0.809244,0.818581,0.832761,0.832403,0.76331,0.82982,0.843505,0.841321,0.681089,0.82742,0.805632,0.887687,0.807843,0.803828,0.823098,0.966085,0.837648,0.72836,0.806347,0.834769,0.909636,0.815064,0.770901,0.820684,0.796741,0.682449,0.868783,0.825223,0.996888,0.799069,0.838402,0.870614,0.823705,0.876754
305,0.759608,0.853811,0.797039,0.643878,0.757809,0.829596,0.90559,0.832198,0.827927,0.766743,0.766401,0.749638,0.969741,0.944638,0.8238,0.81184,0.838902,0.820415,0.808225,0.846253,0.753084,0.824638,0.806192,0.820342,0.83167,0.833723,0.761738,0.827382,0.842546,0.846313,0.680948,0.830222,0.802335,0.885326,0.805503,0.801201,0.824168,0.942617,0.836721,0.72665,0.816281,0.834053,0.908474,0.818114,0.77089,0.821083,0.792434,0.68082,0.867351,0.825249,0.997544,0.79651,0.84279,0.871461,0.822786,0.87677
306,0.760303,0.854887,0.796766,0.640118,0.761289,0.826163,0.903798,0.825655,0.824961,0.763736,0.763024,0.748517,0.960888,0.936712,0.82814,0.815921,0.840919,0.820173,0.814352,0.846219,0.752887,0.822306,0.8029,0.816566,0.83321,0.834757,0.762896,0.831418,0.844215,0.84577,0.683235,0.826851,0.799402,0.883754,0.802498,0.798778,0.825608,0.933915,0.838103,0.730485,0.817532,0.832502,0.904545,0.814234,0.769283,0.821787,0.792344,0.682279,0.866972,0.823097,0.990061,0.791926,0.841728,0.869652,0.821485,0.874738
307,0.759688,0.858674,0.799776,0.641735,0.763864,0.822524,0.899517,0.826574,0.837005,0.775589,0.765079,0.748677,0.971343,0.929756,0.828677,0.819466,0.840366,0.821376,0.811704,0.851946,0.757111,0.818549,0.821784,0.814217,0.832677,0.83537,0.764808,0.835706,0.843689,0.845914,0.687737,0.825039,0.805474,0.880065,0.807022,0.800359,0.825639,0.927308,0.839671,0.734162,0.817042,0.835174,0.903391,0.812251,0.771774,0.822031,0.794613,0.6853,0.864784,0.821716,0.984572,0.801247,0.841214,0.871551,0.822744,0.874766
308,0.762178,0.860089,0.810712,0.642175,0.769852,0.820334,0.898268,0.829149,0.843922,0.785349,0.767574,0.753662,0.978698,0.932227,0.828096,0.823483,0.841648,0.823765,0.817249,0.856315,0.763626,0.820381,0.832241,0.814849,0.833174,0.836874,0.768583,0.843268,0.842686,0.847102,0.691272,0.826256,0.810305,0.877636,0.810754,0.813175,0.828518,0.929706,0.84143,0.734312,0.816849,0.837876,0.892759,0.81329,0.783438,0.822625,0.8012,0.689449,0.863382,0.823508,0.97012,0.809649,0.84018,0.871409,0.823867,0.874308
309,0.77051,0.862155,0.819245,0.639211,0.772971,0.817505,0.899088,0.830933,0.847276,0.79337,0.767297,0.766892,0.967443,0.93135,0.826914,0.82649,0.842241,0.823541,0.827629,0.857926,0.772787,0.821843,0.837711,0.816945,0.835502,0.837861,0.769315,0.849946,0.841202,0.846177,0.688785,0.827957,0.813423,0.871696,0.813966,0.821887,0.830503,0.928982,0.84397,0.742158,0.813909,0.839083,0.889501,0.815741,0.793913,0.820496,0.806907,0.691186,0.862776,0.823159,0.968534,0.815817,0.838336,0.871288,0.825694,0.874979
310,0.787631,0.864433,0.82668,0.631652,0.772988,0.812363,0.895993,0.832393,0.84808,0.801829,0.770044,0.780935,0.977686,0.932964,0.824228,0.830527,0.847323,0.823505,0.827951,0.863395,0.775232,0.823007,0.843811,0.818304,0.841138,0.84338,0.776995,0.850041,0.837391,0.845832,0.682221,0.828952,0.817936,0.856635,0.81867,0.829043,0.831109,0.919523,0.850316,0.746092,0.813328,0.841568,0.891016,0.81725,0.80369,0.823367,0.816406,0.690404,0.861282,0.824036,0.967541,0.82159,0.83769,0.871887,0.83287,0.874555
311,0.791528,0.868003,0.837718,0.627433,0.783647,0.807671,0.893766,0.833119,0.846202,0.809219,0.771618,0.787933,0.975271,0.925648,0.822303,0.829566,0.845243,0.820276,0.835241,0.86405,0.775704,0.824382,0.845138,0.819485,0.839949,0.844159,0.780606,0.854294,0.836226,0.841217,0.678202,0.830323,0.821167,0.854617,0.824159,0.834835,0.829696,0.92455,0.849291,0.764895,0.81637,0.841908,0.889485,0.818382,0.813259,0.823545,0.818473,0.694725,0.860647,0.825041,0.960182,0.823162,0.837383,0.870136,0.832164,0.87456
312,0.799643,0.870371,0.837758,0.625509,0.792861,0.807584,0.892433,0.833992,0.843814,0.807293,0.768278,0.792099,0.975845,0.918118,0.819352,0.829397,0.844142,0.822213,0.839546,0.86328,0.777695,0.828619,0.84307,0.825609,0.8399,0.844514,0.787281,0.858516,0.83686,0.843049,0.674765,0.832354,0.820692,0.855975,0.826438,0.837505,0.829827,0.924689,0.846712,0.769935,0.817772,0.84212,0.896887,0.82969,0.816531,0.8244,0.824133,0.700483,0.860176,0.827721,0.975999,0.821852,0.835692,0.867151,0.83246,0.874392
313,0.808203,0.871789,0.828503,0.630299,0.798854,0.808908,0.890257,0.835042,0.841797,0.810418,0.768762,0.798798,0.967557,0.915654,0.81747,0.829398,0.845422,0.824224,0.838701,0.864874,0.778798,0.834175,0.844363,0.828161,0.842091,0.844369,0.790452,0.859523,0.836275,0.843513,0.677375,0.834589,0.821438,0.856728,0.828631,0.846462,0.830681,0.926093,0.847217,0.771179,0.81796,0.842895,0.900045,0.832864,0.824385,0.823895,0.828747,0.70075,0.861278,0.828439,0.979555,0.826246,0.836427,0.868063,0.833264,0.873448
314,0.815296,0.876323,0.823543,0.630815,0.803809,0.81029,0.888556,0.835167,0.842457,0.808442,0.767872,0.803449,0.954926,0.909092,0.814809,0.829746,0.846679,0.825153,0.844517,0.86524,0.781912,0.83489,0.843035,0.828125,0.842341,0.843196,0.796267,0.861475,0.83482,0.843349,0.678139,0.83494,0.821604,0.853581,0.827715,0.848498,0.830107,0.926373,0.847531,0.774444,0.817059,0.842626,0.902637,0.83214,0.83034,0.820519,0.829288,0.700053,0.860186,0.829568,0.981392,0.825846,0.835053,0.869324,0.834528,0.871882
315,0.821235,0.877717,0.831427,0.63014,0.808502,0.810116,0.88715,0.836026,0.843943,0.811368,0.765797,0.809795,0.94647,0.9081,0.809465,0.831789,0.847201,0.825876,0.850308,0.86457,0.784294,0.835175,0.845353,0.829017,0.843892,0.844191,0.802,0.86341,0.833226,0.844288,0.676672,0.836186,0.823035,0.850693,0.827861,0.851933,0.83121,0.924545,0.849479,0.785978,0.814721,0.843201,0.905615,0.832281,0.838081,0.827075,0.829768,0.70275,0.858225,0.82661,0.98271,0.827308,0.834351,0.869949,0.833216,0.870554
316,0.825448,0.88249,0.83872,0.63149,0.810536,0.801895,0.885924,0.835753,0.845015,0.821344,0.763744,0.816716,0.941254,0.904768,0.804141,0.830854,0.848207,0.826769,0.852551,0.865342,0.787352,0.837246,0.848705,0.829388,0.843143,0.84516,0.80577,0.861121,0.830255,0.843527,0.673288,0.835855,0.82567,0.849738,0.830919,0.854596,0.829525,0.932203,0.850658,0.795124,0.812451,0.845604,0.902637,0.834039,0.839509,0.826436,0.831786,0.705921,0.857897,0.824605,0.98639,0.832004,0.834289,0.871144,0.835119,0.870724
317,0.828085,0.888076,0.846758,0.632911,0.812154,0.796805,0.884536,0.839149,0.845801,0.827659,0.765229,0.821142,0.94321,0.906688,0.805092,0.830464,0.844773,0.822845,0.848178,0.866765,0.788741,0.840018,0.850156,0.831166,0.840038,0.838708,0.805152,0.858324,0.830504,0.844411,0.678045,0.840772,0.831167,0.850393,0.837499,0.856816,0.831751,0.924821,0.847509,0.802487,0.812164,0.848914,0.901196,0.835835,0.842919,0.82535,0.833284,0.709076,0.857352,0.837434,0.984896,0.832725,0.835425,0.871002,0.833998,0.870029
318,0.829293,0.890703,0.859266,0.633313,0.814933,0.790353,0.885251,0.834573,0.844059,0.828107,0.766836,0.822261,0.94359,0.903533,0.804271,0.833611,0.845542,0.825247,0.848099,0.866578,0.788268,0.838291,0.849318,0.829196,0.843173,0.842563,0.805884,0.860236,0.830563,0.843552,0.675145,0.839014,0.830379,0.851405,0.835273,0.856362,0.833475,0.925141,0.846519,0.806785,0.811759,0.848595,0.900799,0.834488,0.841916,0.825775,0.833176,0.711929,0.853852,0.835977,0.981582,0.833881,0.835692,0.86999,0.839729,0.869525
319,0.828094,0.890307,0.881065,0.635602,0.815963,0.783132,0.885105,0.838177,0.842885,0.830213,0.770644,0.819554,0.935709,0.902753,0.804592,0.834995,0.84547,0.818159,0.850942,0.866647,0.787156,0.840567,0.847652,0.831937,0.843278,0.84401,0.807408,0.860369,0.831538,0.845791,0.671844,0.842746,0.832318,0.849815,0.83903,0.852855,0.83242,0.933153,0.846398,0.811253,0.811875,0.849921,0.895863,0.83599,0.839822,0.827596,0.835082,0.716638,0.851147,0.84015,0.996913,0.833255,0.836692,0.86744,0.8395,0.868945
320,0.829,0.892754,0.879896,0.639889,0.817025,0.780039,0.878558,0.831257,0.841245,0.84185,0.769946,0.818823,0.931603,0.896561,0.80556,0.836796,0.845277,0.820069,0.850016,0.865954,0.784371,0.834582,0.847314,0.829083,0.843776,0.84473,0.808235,0.857332,0.832397,0.84032,0.674807,0.838969,0.829572,0.850782,0.836626,0.859901,0.833373,0.925201,0.845922,0.81571,0.801894,0.848587,0.894816,0.83299,0.856449,0.828826,0.838769,0.718418,0.850802,0.838845,0.988836,0.83597,0.830071,0.866299,0.842111,0.867062
321,0.832181,0.895466,0.889431,0.640813,0.813173,0.777335,0.876159,0.832926,0.842987,0.83865,0.767468,0.821023,0.931669,0.896074,0.805421,0.835836,0.844877,0.820975,0.847526,0.865324,0.782164,0.837109,0.8443,0.831558,0.843568,0.844727,0.809096,0.855685,0.832183,0.840892,0.673865,0.841337,0.828014,0.848261,0.835743,0.86215,0.833335,0.924393,0.845358,0.813232,0.800656,0.846948,0.898238,0.836898,0.856491,0.829017,0.838191,0.715425,0.850277,0.841319,0.98915,0.842816,0.829944,0.864791,0.842349,0.870148
322,0.830421,0.899566,0.899112,0.63559,0.810477,0.775794,0.875729,0.831659,0.832077,0.832165,0.764637,0.81845,0.920096,0.897484,0.802858,0.83422,0.8443,0.821253,0.847449,0.861321,0.776412,0.839599,0.833726,0.837158,0.843557,0.845403,0.8039,0.854427,0.833351,0.843401,0.668126,0.843355,0.825083,0.847967,0.833303,0.856762,0.838009,0.926158,0.843768,0.802531,0.800994,0.844295,0.900648,0.842949,0.852424,0.830451,0.838326,0.712359,0.848839,0.841222,0.985334,0.83807,0.83542,0.860375,0.841739,0.86967
323,0.826727,0.903357,0.898045,0.632326,0.800628,0.779341,0.878973,0.832251,0.832263,0.832166,0.760371,0.808192,0.917787,0.896737,0.808284,0.83292,0.84238,0.821653,0.843942,0.859544,0.76742,0.840176,0.833266,0.83807,0.842826,0.846983,0.797162,0.856014,0.836901,0.839752,0.673314,0.84378,0.825823,0.851158,0.832983,0.848366,0.837381,0.925838,0.842435,0.79765,0.808419,0.844796,0.899288,0.843467,0.844847,0.830167,0.833341,0.709117,0.850454,0.840233,0.991486,0.836667,0.839785,0.860796,0.841249,0.872656
324,0.81728,0.904502,0.89594,0.633153,0.793902,0.781767,0.876416,0.83144,0.831258,0.830462,0.75681,0.790409,0.923045,0.89917,0.810307,0.832829,0.840805,0.82522,0.83701,0.857214,0.75241,0.83971,0.832421,0.8378,0.84223,0.847815,0.788279,0.855081,0.84395,0.843478,0.678247,0.843432,0.825533,0.853615,0.832784,0.843529,0.842024,0.932093,0.840006,0.79073,0.813257,0.844345,0.894609,0.842437,0.834791,0.832479,0.827668,0.710364,0.84912,0.841345,0.981987,0.835896,0.843507,0.859218,0.842387,0.872416
325,0.799585,0.905298,0.892448,0.642375,0.796248,0.790147,0.87564,0.830832,0.832045,0.823433,0.752996,0.778981,0.920571,0.896339,0.809228,0.831188,0.833923,0.830018,0.83656,0.848902,0.74875,0.840396,0.832781,0.837305,0.838994,0.840508,0.776479,0.854203,0.842222,0.843954,0.685182,0.843053,0.825281,0.859819,0.832613,0.838979,0.840689,0.939783,0.833493,0.79455,0.813572,0.844368,0.893588,0.84213,0.823839,0.83052,0.81744,0.716671,0.849973,0.841899,0.978614,0.833389,0.842183,0.85737,0.840594,0.871257
326,0.797551,0.905896,0.883187,0.652031,0.786572,0.796039,0.874791,0.830922,0.835952,0.812948,0.750381,0.76602,0.929679,0.899959,0.812479,0.835751,0.835896,0.835714,0.833057,0.844803,0.748251,0.841072,0.834366,0.837104,0.842095,0.847641,0.770235,0.851497,0.845083,0.84387,0.693163,0.843168,0.8273,0.86462,0.833445,0.830009,0.838809,0.947919,0.833368,0.778566,0.81039,0.846643,0.887193,0.842139,0.807057,0.836527,0.813824,0.718355,0.858193,0.842894,0.969671,0.833042,0.842547,0.856846,0.8449,0.872616
327,0.79221,0.912141,0.897153,0.655761,0.779894,0.793273,0.874813,0.832109,0.84224,0.809301,0.75069,0.759606,0.938573,0.903754,0.81418,0.837266,0.838509,0.839891,0.833912,0.841374,0.743614,0.837753,0.836344,0.836614,0.843254,0.854069,0.765206,0.848883,0.845866,0.844759,0.702475,0.843124,0.830841,0.866057,0.834382,0.823677,0.848318,0.943667,0.835339,0.776033,0.809097,0.848558,0.880903,0.83689,0.801405,0.840666,0.807321,0.717851,0.858852,0.843854,0.9448,0.831914,0.845751,0.856389,0.848276,0.872776
